cid,name,minvalue,maxvalue,avgvalue,year,chamber,origin,source,serialid
N00002097,Mark Warner (D-Va),76372212,309088999,192730605,2010,S,Center for Responsive Politics,,5
N00000286,Mitt Romney (R),85970233,271570014,178770123,2010,E,Center for Responsive Politics,,6
N00004309,Herb Kohl (D-Wis),88228026,258847994,173538010,2010,S,Center for Responsive Politics,,7
N99999905,Jeffrey Zients,53520052,183025000,118272526,2010,E,Center for Responsive Politics,,9
N00027626,Vernon Buchanan (R-Fla),-57239705,291979983,117370139,2010,H,Center for Responsive Politics,,10
N00000659,Frank R. Lautenberg (D-NJ),55073211,116071021,85572116,2010,S,Center for Responsive Politics,,14
N99999906,Karen Mills,42151205,116089999,79120602,2010,E,Center for Responsive Politics,,15
N00031685,Richard Blumenthal (D-Conn),55119731,91183450,73151590,2010,S,Center for Responsive Politics,,16
N00027441,Bob Corker (R-Tenn),11679048,107420996,59550022,2010,S,Center for Responsive Politics,,18
N00031647,Mike Kelly (R-Pa),7903037,61321999,34612518,2010,H,Center for Responsive Politics,,27
N00031629,Richard A. Berg (R-ND),12146147,54979033,33562590,2010,H,Center for Responsive Politics,,29
N99999914,William M. Daley,11848181,45514998,28681589,2010,E,Center for Responsive Politics,,32
N00000078,Carolyn B. Maloney (D-NY),7796017,49414994,28605505,2010,H,Center for Responsive Politics,,33
N99999927,Margaret A. Hamburg,21447035,24130019,22788527,2010,E,Center for Responsive Politics,,40
N00030962,Scott Rigell (R-Va),7819054,36119998,21969526,2010,H,Center for Responsive Politics,,44
N00027565,John Campbell (R-Calif),8438067,33024000,20731033,2010,H,Center for Responsive Politics,,46
N00029617,Kay R. Hagan (D-NC),4148690,37211977,20680333,2010,S,Center for Responsive Politics,,47
N00000480,Olympia J. Snowe (R-Maine),9426053,29270000,19348026,2010,S,Center for Responsive Politics,,48
N00029139,Bill Foster (D-Ill),6976023,29416000,18196011,2010,H,Center for Responsive Politics,,50
N00030198,Christopher J. Lee (R-NY),8334321,27363999,17849160,2010,H,Center for Responsive Politics,,52
N00006424,John McCain (R-Ariz),9249289,22785990,16017639,2010,S,Center for Responsive Politics,,57
N00029917,Parker Griffith (R-Ala),4392036,27629998,16011017,2010,H,Center for Responsive Politics,,58
N00031124,Nan Hayworth (R-NY),9347241,22463000,15905120,2010,H,Center for Responsive Politics,,59
N00009818,Shelley Berkley (D-Nev),7236882,20087837,13662359,2010,H,Center for Responsive Politics,,62
N00002599,John Linder (R-Ga),6000009,20199996,13100002,2010,H,Center for Responsive Politics,,63
N00027618,Steve Kagen (D-Wis),7431095,17641000,12536047,2010,H,Center for Responsive Politics,,64
N00005582,James M. Inhofe (R-Okla),5100056,17475999,11288027,2010,S,Center for Responsive Politics,,71
N00005329,Ben Nelson (D-Neb),6562096,13799001,10180548,2010,S,Center for Responsive Politics,,73
N00031988,Jon Runyan (R-NJ),5017042,14502000,9759521,2010,H,Center for Responsive Politics,,75
N00009775,Michael N. Castle (R-Del),3807166,13089000,8448083,2010,H,Center for Responsive Politics,,84
N00006932,David Dreier (R-Calif),4162086,12680000,8421043,2010,H,Center for Responsive Politics,,85
N00001806,James L. Oberstar (D-Minn),4184079,10185999,7185039,2010,H,Center for Responsive Politics,,94
N00002743,Allen Boyd (D-Fla),2004014,12010998,7007506,2010,H,Center for Responsive Politics,,99
N00030856,John Garamendi (D-Calif),1922009,11974997,6948503,2010,H,Center for Responsive Politics,,100
N00027526,Jean Schmidt (R-Ohio),3398056,10497000,6947528,2010,H,Center for Responsive Politics,,101
N00003762,Evan Bayh (D-Ind),4124023,9660002,6892012,2010,S,Center for Responsive Politics,,102
N00003062,Jeff Sessions (R-Ala),3224063,10460000,6842031,2010,S,Center for Responsive Politics,,104
N99999942,Eric H. Holder,3966057,8740000,6353028,2010,E,Center for Responsive Politics,,113
N00027655,Heath Shuler (D-NC),1840027,10726997,6283512,2010,H,Center for Responsive Politics,,114
N00007836,Maria Cantwell (D-Wash),2037012,10289999,6163505,2010,S,Center for Responsive Politics,,116
N00030645,Dennis Ross (R-Fla),1990008,10284998,6137503,2010,H,Center for Responsive Politics,,117
N99999958,Robert Gates,2784030,9085000,5934515,2010,E,Center for Responsive Politics,,119
N00026166,Virginia Foxx (R-NC),2755037,9102000,5928518,2010,H,Center for Responsive Politics,,120
N00013131,Eric Cantor (R-Va),2893110,8048999,5471054,2010,H,Center for Responsive Politics,,125
N00031820,Chris Coons (D-Del),3021182,7541174,5281178,2010,S,Center for Responsive Politics,,128
N00005675,Kay Bailey Hutchison (R-Texas),3082081,7405000,5243540,2010,S,Center for Responsive Politics,,129
N00006561,Tom Udall (D-NM),3068077,7299000,5183538,2010,S,Center for Responsive Politics,,130
N00012508,Tom Carper (D-Del),2058157,7155999,4607078,2010,S,Center for Responsive Politics,,142
N00029026,Niki Tsongas (D-Mass),1252045,7879998,4566021,2010,H,Center for Responsive Politics,,143
N00012739,Ander Crenshaw (R-Fla),1899018,7060000,4479509,2010,H,Center for Responsive Politics,,146
N00005681,Pete Sessions (R-Texas),2657050,6184000,4420525,2010,H,Center for Responsive Politics,,147
N00031933,William R. Keating (D-Mass),1678053,7152000,4415026,2010,H,Center for Responsive Politics,,148
N00000515,Peter Welch (D-Vt),2287107,6506000,4396553,2010,H,Center for Responsive Politics,,149
N00029070,Jim Himes (D-Conn),2603051,6045000,4324025,2010,H,Center for Responsive Politics,,152
N99999913,David Plouffe,2295095,5975000,4135047,2010,E,Center for Responsive Politics,,155
N00009869,Orrin G. Hatch (R-Utah),2195097,5729000,3962048,2010,S,Center for Responsive Politics,,159
N00025726,Tom Cole (R-Okla),2039077,5436000,3737538,2010,H,Center for Responsive Politics,,170
N00005195,Roy Blunt (R-Mo),1075021,6359998,3717509,2010,S,Center for Responsive Politics,,171
N00000898,Leonard Lance (R-NJ),2216060,5196000,3706030,2010,H,Center for Responsive Politics,,172
N00003473,Hal Rogers (R-Ky),1624344,5743339,3683841,2010,H,Center for Responsive Politics,,173
N00026341,Jim Costa (D-Calif),869009,6359998,3614503,2010,H,Center for Responsive Politics,,174
N00029370,Suzanne Kosmas (D-Fla),2267015,4914999,3591007,2010,H,Center for Responsive Politics,,175
N00027781,Mary Fallin (R-Okla),899014,6260997,3580005,2010,H,Center for Responsive Politics,,176
N00005906,Ron Paul (R-Texas),1939039,5213999,3576519,2010,H,Center for Responsive Politics,,177
N00031103,Robert Dold (R-Ill),696022,6394996,3545509,2010,H,Center for Responsive Politics,,179
N00029692,Travis W. Childers (D-Miss),1356042,5685992,3521017,2010,H,Center for Responsive Politics,,181
N00008619,Steven R. Rothman (D-NJ),1920058,5051000,3485529,2010,H,Center for Responsive Politics,,182
N00006692,Barbara Boxer (D-Calif),1267008,5631000,3449004,2010,S,Center for Responsive Politics,,183
N00030026,Blaine Luetkemeyer (R-Mo),-2784995,9599998,3407501,2010,H,Center for Responsive Politics,,185
N00001783,John D. Dingell (D-Mich),1656093,4845000,3250546,2010,H,Center for Responsive Politics,,194
N00005601,Tom Coburn (R-Okla),1039236,5343000,3191118,2010,S,Center for Responsive Politics,,196
N00006619,John Ensign (R-Nev),450006,5599999,3025002,2010,S,Center for Responsive Politics,,202
N00000179,James P. McGovern (D-Mass),602012,5104999,2853505,2010,H,Center for Responsive Politics,,205
N00001579,Allyson Schwartz (D-Pa),1699042,3961000,2830021,2010,H,Center for Responsive Politics,,207
N99999937,Kathleen Sebelius,549009,5044998,2797003,2010,E,Center for Responsive Politics,,209
N00003467,Ed Whitfield (R-Ky),1479047,4109999,2794523,2010,H,Center for Responsive Politics,,210
N00013799,J. Randy Forbes (R-Va),-12690,5511295,2749302,2010,H,Center for Responsive Politics,,212
N00030815,Charles J. Fleischmann (R-Tenn),2098812,3348803,2723807,2010,H,Center for Responsive Politics,,213
N00002260,David Price (D-NC),1369078,3962000,2665539,2010,H,Center for Responsive Politics,,214
N99999939,Arne S. Duncan,1538036,3720000,2629018,2010,E,Center for Responsive Politics,,215
N00028463,Phil Roe (R-Tenn),2151381,3071372,2611376,2010,H,Center for Responsive Politics,,217
N00003225,Stephen Ira Cohen (D-Tenn),1344074,3835000,2589537,2010,H,Center for Responsive Politics,,218
N00001955,Ben Cardin (D-Md),1284075,3790000,2537037,2010,S,Center for Responsive Politics,,220
N00013837,Gresham Barrett (R-SC),1467037,3606000,2536518,2010,H,Center for Responsive Politics,,221
N00008274,Loretta Sanchez (D-Calif),252003,4679998,2466000,2010,H,Center for Responsive Politics,,222
N99999921,Antonin Scalia,1380022,3210000,2295011,2010,J,Center for Responsive Politics,,235
N00029414,Kathleen Dahlkemper (D-Pa),1376026,3142000,2259013,2010,H,Center for Responsive Politics,,237
N00009635,Jim Marshall (D-Ga),1324051,3123000,2223525,2010,H,Center for Responsive Politics,,239
N00028049,Joseph A. Sestak Jr (D-Pa),1118067,3232000,2175033,2010,H,Center for Responsive Politics,,240
N00007312,Sam Farr (D-Calif),1319021,2910000,2114510,2010,H,Center for Responsive Politics,,241
N99999901,Rebecca Blank,1029070,3160000,2094535,2010,E,Center for Responsive Politics,,244
N00030600,Judy Chu (D-Calif),1199026,2985000,2092013,2010,H,Center for Responsive Politics,,245
N00027239,Daniel Lipinski (D-Ill),1043059,3047000,2045029,2010,H,Center for Responsive Politics,,247
N00029891,Gerry Connolly (D-Va),998048,3004998,2001523,2010,H,Center for Responsive Politics,,249
N00000616,Joe Lieberman (I-Conn),907082,3056000,1981541,2010,S,Center for Responsive Politics,,251
N00006263,Mike Simpson (R-Idaho),1515342,2334334,1924838,2010,H,Center for Responsive Politics,,253
N00005395,Mary L. Landrieu (D-La),931021,2859996,1895508,2010,S,Center for Responsive Politics,,255
N00009154,Bob Goodlatte (R-Va),1087045,2682000,1884522,2010,H,Center for Responsive Politics,,257
N00008092,Blanche Lincoln (D-Ark),1121017,2615000,1868008,2010,S,Center for Responsive Politics,,260
N00025482,Dutch Ruppersberger (D-Md),1035044,2676000,1855522,2010,H,Center for Responsive Politics,,261
N00004874,Luis V. Gutierrez (D-Ill),1053014,2496000,1774507,2010,H,Center for Responsive Politics,,268
N00026481,Dan Boren (D-Okla),925018,2610998,1768008,2010,H,Center for Responsive Politics,,269
N00006897,Brad Sherman (D-Calif),499019,2962998,1731008,2010,H,Center for Responsive Politics,,272
N00029303,Jeff Merkley (D-Ore),560028,2850996,1705512,2010,S,Center for Responsive Politics,,274
N00001691,Carl Levin (D-Mich),1029016,2360000,1694508,2010,S,Center for Responsive Politics,,276
N00000581,Chris Dodd (D-Conn),862019,2467999,1665009,2010,S,Center for Responsive Politics,,279
N00012890,Timothy V. Johnson (R-Ill),942030,2330000,1636015,2010,H,Center for Responsive Politics,,282
N00007231,Elton Gallegly (R-Calif),262021,3004997,1633509,2010,H,Center for Responsive Politics,,283
N00000812,John H. Adler (D-NJ),762071,2471000,1616535,2010,H,Center for Responsive Politics,,284
N00027048,Paul W. Hodes (D-NH),752004,1530000,1141002,2010,H,Center for Responsive Politics,,331
N00028933,Thomas J. Vilsack,644026,1635000,1139513,2010,E,Center for Responsive Politics,,332
N00031958,Steven Palazzo (R-Miss),462023,1789998,1126010,2010,H,Center for Responsive Politics,,333
N00026460,Michael McCaul (R-Texas),258618051,502205003,380411527,2010,H,Center for Responsive Politics,,2
N00006750,Jane Harman (D-Calif),160085503,493604000,326844751,2010,H,Center for Responsive Politics,,3
N00029127,Jared Polis (D-Colo),57944127,228492998,143218562,2010,H,Center for Responsive Politics,,8
N00007360,Nancy Pelosi (D-Calif),5946075,196299990,101123032,2010,H,Center for Responsive Politics,,11
N00001685,Jay Rockefeller (D-WVa),61632019,136482003,99057011,2010,S,Center for Responsive Politics,,12
N00028418,Alan Grayson (D-Fla),57435038,130358000,93896519,2010,H,Center for Responsive Politics,,13
N00007364,Dianne Feinstein (D-Calif),44386225,93707020,69046622,2010,S,Center for Responsive Politics,,17
N00029441,James E. Risch (R-Idaho),19455056,88736997,54096026,2010,S,Center for Responsive Politics,,19
N00032546,Ron Johnson (R-Wis),17062029,76836000,46949014,2010,S,Center for Responsive Politics,,21
N00031127,James B. Renacci (R-Ohio),32345756,51775662,42060709,2010,H,Center for Responsive Politics,,24
N00006423,Trent Franks (R-Ariz),11600005,56250000,33925002,2010,H,Center for Responsive Politics,,28
N00003389,Mitch McConnell (R-Ky),9839049,44587000,27213024,2010,S,Center for Responsive Politics,,37
N00031688,John Hoeven (R-ND),-12073898,55317999,21622050,2010,S,Center for Responsive Politics,,45
N00006518,Jeff Bingaman (D-NM),6895272,25606999,16251135,2010,S,Center for Responsive Politics,,56
N00029649,Jackie Speier (D-Calif),4506072,20527999,12517035,2010,H,Center for Responsive Politics,,65
N00026160,Tom Price (R-Ga),9469876,14938858,12204367,2010,H,Center for Responsive Politics,,67
N00002593,Johnny Isakson (R-Ga),6441116,17524999,11983057,2010,S,Center for Responsive Politics,,68
N00029679,John Fleming (R-La),2655824,17689760,10172792,2010,H,Center for Responsive Politics,,74
N00028073,John A. Yarmuth (D-Ky),2851010,16364999,9608004,2010,H,Center for Responsive Politics,,76
N99999925,Stephen G. Breyer,4480059,13035000,8757529,2010,J,Center for Responsive Politics,,81
N00002428,Henry Brown (R-SC),3622020,13605000,8613510,2010,H,Center for Responsive Politics,,83
N00031545,William Flores (R-Texas),3220016,12628000,7924008,2010,H,Center for Responsive Politics,,88
N00008086,Dave Camp (R-Mich),4199146,10385000,7292073,2010,H,Center for Responsive Politics,,92
N99999948,Steven Chu,3679036,10860000,7269518,2010,E,Center for Responsive Politics,,93
N00032838,Joe Manchin (D-WVa),3697087,10658000,7177543,2010,S,Center for Responsive Politics,,95
N00030682,Scott Murphy (D-NY),4101062,10156999,7129030,2010,H,Center for Responsive Politics,,96
N00003528,Charlie Wilson (D-Ohio),2032038,12054999,7043518,2010,H,Center for Responsive Politics,,97
N00006288,Walt Minnick (D-Idaho),2526062,10964998,6745530,2010,H,Center for Responsive Politics,,106
N00000444,Judd Gregg (R-NH),2992082,10235000,6613541,2010,S,Center for Responsive Politics,,108
N00030071,Kurt Schrader (D-Ore),3922063,8881000,6401531,2010,H,Center for Responsive Politics,,111
N00002793,John L. Mica (R-Fla),3201011,9600999,6401005,2010,H,Center for Responsive Politics,,112
N00031934,Daniel J. Benishek (R-Mich),3335080,7956000,5645540,2010,H,Center for Responsive Politics,,122
N00004357,Paul Ryan (R-Wis),1927101,8207000,5067050,2010,H,Center for Responsive Politics,,132
N00024760,Phil Gingrey (R-Ga),2410035,7509996,4960015,2010,H,Center for Responsive Politics,,135
N00024866,Madeleine Z. Bordallo (D-Guam),2030007,7850999,4940503,2010,H,Center for Responsive Politics,,137
N00029838,Bobby Bright (D-Ala),1451041,8215997,4833519,2010,H,Center for Responsive Politics,,139
N00026686,Al Green (D-Texas),1665011,7399999,4532505,2010,H,Center for Responsive Politics,,144
N99999934,Gary F. Locke,1356025,7614999,4485512,2010,E,Center for Responsive Politics,,145
N00007099,Ken Calvert (R-Calif),-1899989,9699994,3900002,2010,H,Center for Responsive Politics,,162
N00030968,Reid Ribble (R-Wis),833072,6857056,3845064,2010,H,Center for Responsive Politics,,165
N99999940,Shaun L.S. Donovan,1483007,6129999,3806503,2010,E,Center for Responsive Politics,,166
N00009926,Bill Nelson (D-Fla),1480007,6051000,3765503,2010,S,Center for Responsive Politics,,167
N00026080,John Barrow (D-Ga),1501003,6015000,3758001,2010,H,Center for Responsive Politics,,168
N00001604,Arlen Specter (D-Pa),1335010,5776000,3555505,2010,S,Center for Responsive Politics,,178
N00031011,Bill Owens (D-NY),2102037,4957999,3530018,2010,H,Center for Responsive Politics,,180
N00031782,Tim Scott (R-SC),915004,5949997,3432500,2010,H,Center for Responsive Politics,,184
N00013873,John Boozman (R-Ark),713011,6097999,3405505,2010,S,Center for Responsive Politics,,186
N00025330,Jo Bonner (R-Ala),1075022,5729997,3402509,2010,H,Center for Responsive Politics,,187
N00000751,Bill Pascrell Jr (D-NJ),2026041,4747000,3386520,2010,H,Center for Responsive Politics,,188
N00002656,Jack Kingston (R-Ga),2725768,3988757,3357262,2010,H,Center for Responsive Politics,,189
N99999912,Leon E Panetta,1954044,4735000,3344522,2010,E,Center for Responsive Politics,,190
N00031593,Jeff Denham (R-Calif),1060006,5599999,3330002,2010,H,Center for Responsive Politics,,191
N99999933,Ronald Kirk,1937045,4679999,3308522,2010,E,Center for Responsive Politics,,192
N99999941,Timothy F. Geithner,354024,6259998,3307011,2010,E,Center for Responsive Politics,,193
N00001489,Pat Toomey (R-Pa),1750070,4750999,3250534,2010,S,Center for Responsive Politics,,195
N00001762,Daniel K. Inouye (D-Hawaii),1968020,4404999,3186509,2010,S,Center for Responsive Politics,,197
N00001758,Chuck Grassley (R-Iowa),1654082,4711000,3182541,2010,S,Center for Responsive Politics,,198
N00030245,Bill Cassidy (R-La),1651058,4709999,3180528,2010,H,Center for Responsive Politics,,199
N00029128,Betsy Markey (D-Colo),968014,5309999,3139006,2010,H,Center for Responsive Politics,,200
N00003126,Bart Gordon (D-Tenn),1877035,4230000,3053517,2010,H,Center for Responsive Politics,,201
N00007690,Greg Walden (R-Ore),1804033,4110000,2957016,2010,H,Center for Responsive Politics,,203
N00029168,Pedro Pierluisi (3-PR),795004,5034997,2915000,2010,H,Center for Responsive Politics,,204
N00031640,Ann Marie Buerkle (R-NY),601004,5099998,2850501,2010,H,Center for Responsive Politics,,206
N00031204,Steve Southerland (R-Fla),500004,5151998,2826001,2010,H,Center for Responsive Politics,,208
N00029147,Andy Harris (R-Md),1525050,4050000,2787525,2010,H,Center for Responsive Politics,,211
N00025095,John Carter (R-Texas),415002,4819996,2617499,2010,H,Center for Responsive Politics,,216
N00024790,Jeanne Shaheen (D-NH),479021,4679993,2579507,2010,S,Center for Responsive Politics,,219
N00004613,Kent Conrad (D-ND),1447043,3461000,2454021,2010,S,Center for Responsive Politics,,223
N00002198,Nick Rahall (D-WVa),1923383,2967372,2445377,2010,H,Center for Responsive Politics,,224
N00027522,Dean Heller (R-Nev),2274118,2578110,2426114,2010,S,Center for Responsive Politics,,225
N00029277,Gary Peters (D-Mich),797165,4043999,2420582,2010,H,Center for Responsive Politics,,226
N00030676,Billy Long (R-Mo),461037,4351996,2406516,2010,H,Center for Responsive Politics,,227
N00001311,Louise M. Slaughter (D-NY),1464018,3310000,2387009,2010,H,Center for Responsive Politics,,228
N00009604,Susan A. Davis (D-Calif),1302051,3464999,2383525,2010,H,Center for Responsive Politics,,229
N00028139,Mazie K. Hirono (D-Hawaii),1350034,3374999,2362516,2010,H,Center for Responsive Politics,,230
N00030788,Tom Graves (R-Ga),1508015,3170000,2339007,2010,H,Center for Responsive Politics,,231
N99999915,Sonia Sotomayor,1420005,3245000,2332502,2010,J,Center for Responsive Politics,,232
N00024777,Ginny Brown-Waite (R-Fla),1194065,3464999,2329532,2010,H,Center for Responsive Politics,,233
N00012233,Robert E. Latta (R-Ohio),1345035,3251000,2298017,2010,H,Center for Responsive Politics,,234
N00029901,Mark Begich (D-Alaska),96052,4447995,2272023,2010,S,Center for Responsive Politics,,236
N00024759,Mike D. Rogers (R-Ala),1370018,3134999,2252508,2010,H,Center for Responsive Politics,,238
N00024922,Jeb Hensarling (R-Texas),1063025,2620000,1841512,2010,H,Center for Responsive Politics,,263
N00007335,Anna Eshoo (D-Calif),1116011,2567000,1841505,2010,H,Center for Responsive Politics,,264
N00027493,Michele Bachmann (R-Minn),912018,2654998,1783508,2010,H,Center for Responsive Politics,,267
N00027035,G. K. Butterfield (D-NC),1158645,2359625,1759135,2010,H,Center for Responsive Politics,,270
N00007419,Mike Thompson (D-Calif),846010,2614999,1730504,2010,H,Center for Responsive Politics,,273
N00001692,Eleanor Holmes Norton (D-DC),898043,2497000,1697521,2010,H,Center for Responsive Politics,,275
N99999968,Ben Bernanke,1065011,2275000,1670005,2010,E,Center for Responsive Politics,,277
N00026050,Lisa Murkowski (I-Alaska),897040,2441000,1669020,2010,S,Center for Responsive Politics,,278
N00002221,Richard Burr (R-NC),981085,2187075,1584080,2010,S,Center for Responsive Politics,,286
N00003437,Jim Bunning (R-Ky),965004,2099999,1532501,2010,S,Center for Responsive Politics,,291
N00002171,Rick Boucher (D-Va),905020,2151000,1528010,2010,H,Center for Responsive Politics,,293
N00000270,Edward J. Markey (D-Mass),868025,2121000,1494512,2010,H,Center for Responsive Politics,,295
N00024773,Stephanie Herseth Sandlin (D-SD),799012,2144998,1472005,2010,H,Center for Responsive Politics,,296
N00008051,Mark Udall (D-Colo),685048,2126000,1405524,2010,S,Center for Responsive Politics,,298
N00029285,Pete Olson (R-Texas),709034,2085000,1397017,2010,H,Center for Responsive Politics,,299
N00031623,Chip Cravaack (R-Minn),843018,1945000,1394009,2010,H,Center for Responsive Politics,,300
N00025495,Louis J. Barletta (R-Pa),169105,2613998,1391551,2010,H,Center for Responsive Politics,,301
N00026595,Charles W. Boustany Jr (R-La),1053449,1716441,1384945,2010,H,Center for Responsive Politics,,302
N00009699,Patrick J. Tiberi (R-Ohio),608033,2055998,1332015,2010,H,Center for Responsive Politics,,304
N00031227,Larry D. Bucshon (R-Ind),646052,1991000,1318526,2010,H,Center for Responsive Politics,,306
N00000964,Charles B. Rangel (D-NY),734020,1835000,1284510,2010,H,Center for Responsive Politics,,310
N00013770,Bill Shuster (R-Pa),674033,1755000,1214516,2010,H,Center for Responsive Politics,,318
N00027515,Ron Klein (D-Fla),466068,1891000,1178534,2010,H,Center for Responsive Politics,,321
N00015389,Roland Burris (D-Ill),486024,1869999,1178011,2010,S,Center for Responsive Politics,,322
N00027888,John Hall (D-NY),689024,1662000,1175512,2010,H,Center for Responsive Politics,,323
N00006249,Mike Enzi (R-Wyo),440067,1878000,1159033,2010,S,Center for Responsive Politics,,325
N00001861,Henry A. Waxman (D-Calif),625020,1676000,1150510,2010,H,Center for Responsive Politics,,327
N00000143,John W. Olver (D-Mass),604018,1635000,1119509,2010,H,Center for Responsive Politics,,335
N00013323,Sam Graves (R-Mo),515013,1700998,1108005,2010,H,Center for Responsive Politics,,336
N00004981,Dick Durbin (D-Ill),999551,1199549,1099550,2010,S,Center for Responsive Politics,,337
N00029460,Charles Djou (R-Hawaii),653014,1521000,1087007,2010,H,Center for Responsive Politics,,338
N00004208,Leonard L. Boswell (D-Iowa),650003,1484999,1067501,2010,H,Center for Responsive Politics,,340
